chapter,verse,question,answer
14,18,"Who began to make excuses","They all (alike)"
14,18,"What did they all alike begin to make","Excuses"
14,18,"Who said","The first"
14,18,"What did the first say","‘I have bought a field, and I must go out and see it. Please have me excused’"
14,18,"What have I bought (I must go out and see)","(A) Field"
14,19,"Who said","Another"
14,19,"What did another say","‘I have bought five yoke of oxen, and I go to examine them. Please have me excused’"
14,19,"What have I bought (I go to examine them)","Five yoke of oxen"
14,19,"Why do I go","To examine them"
14,20,"Who said","Another"
14,20,"What did another say","‘I have married a wife, and therefore I cannot come’"
14,20,"Whom have I married","(A) Wife"
14,21,"Who came and reported these things [OR To whom did the master of the house say]","The servant OR His servant"
14,21,"What did the servant report","These things"
14,21,"To whom did the servant report these things [OR Who became angry and said]","His master OR The master of the house"
14,21,"What did the master of the house become","Angry"
14,21,"What did the master of the house say","‘Go out quickly to the streets and lanes of the city, and bring in the poor and crippled and blind and lame’"
14,21,"To where go out quickly","The streets and lanes of the city"
14,21,"How go out to the streets and lanes of the city","Quickly"
14,21,"Whom bring in","The poor and crippled and blind and lame"
14,22,"Who said","The servant"
14,22,"What did the servant say","‘Sir, what you commanded has been done, and still there is room’"
14,22,"What has been done","What you commanded"
14,22,"What is there","Room (still)"
14,22,"When is there room","Still"
14,23,"Who said","The master"
14,23,"To whom did the master say","The servant"
14,23,"What did the master say","‘Go out to the highways and hedges and compel people to come in, that my house may be filled’"
14,23,"To where go out","The highways and hedges"
14,23,"Compel whom (to come in)","People"
14,23,"Why compel people to come in","That my house may be filled"
14,24,"What do I tell you","None of those men who were invited shall taste my banquet"
14,24,"Who shall taste my banquet","None of those men who were invited"
14,24,"What shall none of those men who were invited taste","My banquet"
14,25,"Who accompanied him","Great crowds"
14,29,"When do all who see it begin to mock him","When he has laid a foundation and is not able to finish"
14,29,"Who begin to mock him","All who see it"
14,29,"What do all who see it begin","To mock him"
14,30,"Who began to build and was not able to finish","This man"
14,30,"What did this man begin","To build"
14,30,"What was this man not able","To finish"
14,32,"When does he send a delegation","While the other is yet a great way off"
14,32,"Where is the other","(Yet) A great way off"
14,32,"Whom does he send","(A) Delegation"
14,32,"For what does he ask","Terms of peace"
14,33,"Who cannot be my disciple","Any one of you who does not renounce all that he has"
14,35,"What is it","Of no use OR Thrown away"
14,35,"Where is it thrown","Away"
14,35,"For what is it no use","(Either for) The soil or (for) the manure pile"
15,1,"Who were drawing near to hear him","(All) The tax collectors and sinners"
15,1,"Where were the tax collectors and sinners drawing","Near"
15,1,"Why were the tax collectors and sinners drawing near","To hear him"
15,2,"Who grumbled (saying)","The Pharisees and the scribes"
15,2,"Saying what did the Pharisees and the scribes grumble","“This man receives sinners and eats with them”"
15,2,"Who receives sinners (and eats with them)","This man"
15,3,"What did he tell them","This parable"
15,5,"When does he lay it on his shoulders, rejoicing","When he has found it"
15,5,"On what does he lay it","His shoulders"
15,6,"When does he call together his friends and his neighbors","When he comes home"
15,6,"Where does he come","Home"
15,6,"Whom does he call together","His friends and his neighbors"
15,6,"Why rejoice with me","For I have found my sheep that was lost"
15,7,"What do I tell you","There will be more joy in heaven over one sinner who repents than over ninety-nine righteous persons who need no repentance"
15,7,"What will there be","More joy"
15,7,"In what will there be more joy","Heaven"
15,7,"Over whom will there be more joy","One sinner who repents (than over ninety-nine righteous persons who need no repentance)"
15,9,"When does she call together her friends and neighbors","When she has found it"
15,9,"Whom does she call together","Her friends and neighbors"
15,9,"Saying what does she call together her friends and neighbors","‘Rejoice with me, for I have found the coin that I had lost’"
15,9,"Why rejoice with me","For I have found the coin that I had lost"
15,9,"What have I found","The coin that I had lost"
15,10,"What do I tell you","There is joy before the angels of God over one sinner who repents"
15,10,"What is there","Joy"
15,10,"Before whom is there joy","The angels of God"
15,10,"Over whom is there joy","One sinner who repents"
15,11,"What did he say","“There was a man who had two sons”"
15,11,"Who was there","(A) Man who had two sons"
15,11,"Whom did a man have","Two sons"
15,12,"Who said","The younger of them"
15,12,"To whom did the younger of them say","His father"
15,12,"What did the younger of them say","‘Father, give me the share of property that is coming to me’"
15,12,"What give me","The share of property that is coming to me"
15,13,"When did the younger son gather all he had (and take a journey into a far country)","Not many days later"
15,13,"Who gathered all he had and took a journey (into a far country, and squandered his property)","The younger son"
15,13,"What did the younger son gather","All he had"
15,13,"What did the younger son take","(A) Journey (into a far country)"
15,13,"Into where did the younger son take a journey","(A) Far country"
15,13,"What did he squander","His property"
15,13,"In what did he squander his property","Reckless living"
15,14,"When did a severe famine arise","When he had spent everything"
15,14,"What had he spent","Everything"
15,14,"What arose","(A) Severe famine"
15,14,"In where did a severe famine arise","That country"
15,14,"In what did he begin to be","Need"
15,15,"To whom did he hire himself out [OR Who sent him into his fields to feed pigs]","One of the citizens of that country"
15,15,"Into where did one of the citizens of that country send him","His fields"
15,15,"Why did one of the citizens of that country send him into his fields","To feed pigs"
15,16,"What was he longing to be","Fed (with the pods that the pigs ate)"
15,16,"With what was he longing to be fed","The pods that the pigs ate"
15,16,"Who gave him anything","No one"
15,16,"What did no one give him","Anything"
15,17,"When did he say","When he came to himself"
15,17,"What did he say","‘How many of my father’s hired servants have more than enough bread, but I perish here with hunger”"
15,17,"With what do I perish (here)","Hunger"
15,18,"To whom will I go (arise and go)","My father"
15,18,"What will I say","“Father, I have sinned against heaven and before you”"
15,18,"Against what have I sinned","Heaven"
15,19,"What am I","No longer worthy to be called your son"
15,19,"As whom treat me","One of your hired servants"
15,20,"To whom did he come","His father"
15,20,"When did his father see him and feel compassion (and run and embrace him and kiss him)","While he was still a long way off"
15,20,"Where was he","(Still) A long way off"
15,20,"Who saw him and felt compassion (ran and embraced him and kissed him)","His father"
15,20,"What did his father feel","Compassion"
15,21,"Who said","The son"
15,21,"What did the son say","‘Father, I have sinned against heaven and before you. I am no longer worthy to be called your son’"
15,21,"Against what have I sinned","Heaven"
15,21,"What am I","No longer worthy to be called your son"
15,22,"Who said","The father"
15,22,"To whom did the father say","His servants"
15,22,"What did the father say","‘Bring quickly the best robe, and put it on him, and put a ring on his hand, and shoes on his feet’"
